Ticker,Exch.,Name,ICB_Level 2,Mar.Cap (mn USD),Outs. Share,Listed Share,Freefloat (Share),% Freefloat,Total foreign-room (Share),Foreign-owned (Share),Remaining Room (share),% State-owned,% Foreign-owned,% Other-owned,% Remained room,Beta,BVPS (VND),Basic EPS (VND),Basic PE,PB,% ROE,% ROA,EBIT (USD mn),EBITDA (USD mn),,Revenue Plan 2020 (USD mn),"Profit Plan 2020
(USD mn)",Price (VND),T-1,% T-1,% T-3,% 1M,% YTD,% YoY,Matched Vol. ,Put-through Vol.,Matched Value (USD) ,Put-through Value (USD),Total Vol.,"Total Val.
(USD)",TURNOVER 20D,% turnover vs prev 20D,Avg.Vol 20D ,Buying Vol.,Selling Vol.,Net off Vol.,Buying Val.  (USD),Selling Val.  (USD),Net off Val. (USD)
CII,HOSE,Ho Chi Minh Infrastructure,Construction & Materials L2,200.635269," 238,838,282 "," 283,168,152 "," 191,070,626 ",80.0%," 198,217,706 "," 113,679,726 "," 84,537,980 ",0.00%,40.19%,59.81%,35.40%,0.53," 22,518.01 "," 4,067.78 ", 4.79 , 0.87 ,10.81%,3.27%,2.025225374,26.55363514,,249.8599922,34.80808168," 19,500 ", -   ,0.00%,-2.01%,-4.18%,-13.33%,-14.47%," 2,853,340 ", -   ," 2,359,365 ", -   ," 2,853,340 "," 2,359,365 "," 38,240,401,225 ",43.22%," 1,934,835 "," 8,300 "," (125,330)"," (117,030)"," 6,894 "," (103,143)"," (96,249)"
CKG,HOSE,Kien Giang Construction,Construction & Materials L2,21.5396545," 50,000,000 "," 50,000,000 "," 14,726,373 ",29.5%," 24,500,000 "," 465,000 "," 24,035,000 ",0.00%,0.93%,99.07%,48.07%,0.00," 11,609.54 "," 2,445.61 ", 4.38 , 0.92 ,18.35%,2.76%,7.485883175,7.919467542,,45.34683152,4.393787964," 10,000 ", (700),-6.54%,1.83%,20.48%,n.a,n.a," 215,090 "," 200,000 "," 93,962 "," 88,743 "," 415,090 "," 182,706 "," 2,317,563,360 ",-5.89%," 228,560 ", -   , -   , -   , -   , -   , -   
CLC,HOSE,Cat Loi Tobacco,Personal & Household Goods L2,30.99117535," 26,207,583 "," 26,207,583 "," 10,483,033 ",40.0%," 12,841,715 "," 604,056 "," 12,237,659 ",51.00%,2.31%,46.69%,46.70%,0.55," 27,404.71 "," 5,147.36 ", 5.26 , 0.99 ,19.85%,11.97%,8.508165394,10.62472223,,0,0," 27,450 ", 400 ,1.48%,0.92%,-1.96%,-19.03%,-18.79%," 6,870 ", -   ," 7,899 ", -   ," 6,870 "," 7,899 "," 357,204,050 ",-48.77%," 13,147 ", -   ," (1,900)"," (1,900)", -   ," (2,164)"," (2,164)"
CLG,HOSE,Cotec Land,Real Estate L2,1.257355792," 21,150,000 "," 21,150,000 "," 8,460,000 ",40.0%," 10,363,500 "," 45,380 "," 10,318,120 ",0.00%,0.21%,99.79%,48.79%,-0.20," 1,250.16 "," (4,799.80)", (0.30), 1.16 ,-97.69%,-15.27%,-0.6793968,-1.345060422,,0,0," 1,380 ", (70),-4.83%,-11.54%,-13.75%,-52.41%,-33.33%," 200,980 ", -   ," 12,179 ", -   ," 200,980 "," 12,179 "," 186,726,780 ",51.56%," 130,480 ", -   , -   , -   , -   , -   , -   
CLL,HOSE,Cat Lai Port,Industrial Goods & Services L2,41.15797183," 34,000,000 "," 34,000,000 "," 15,300,000 ",45.0%," 16,660,000 "," 2,469,011 "," 14,190,989 ",47.69%,7.26%,45.05%,41.74%,-0.14," 18,603.30 "," 2,424.60 ", 11.59 , 1.51 ,13.16%,11.83%,4.22731825,6.304642837,,0,0," 28,100 ", -   ,0.00%,-1.40%,-1.40%,9.77%,6.04%, -   , -   , -   , -   , -   , -   ," 14,067,050 ",-57.35%, 497 , -   , -   , -   , -   , -   , -   
CLW,HOSE,ChoLon Water Supply,Utilities L2,13.80476457," 13,000,000 "," 13,000,000 "," 5,200,000 ",40.0%," 6,370,000 "," 630,340 "," 5,739,660 ",51.00%,4.85%,44.15%,44.15%,-0.39," 17,238.31 "," 1,932.61 ", 13.71 , 1.54 ,11.45%,5.65%,1.383964943,3.374703771,,0,0," 24,650 "," (1,850)",-6.98%,-6.98%,-7.16%,17.10%,48.49%, 10 , -   , 11 , -   , 10 , 11 ," 64,403,475 ",-99.62%," 2,461 ", -   , -   , -   , -   , -   , -   
CMG,HOSE,CMC Corporation,Technology L2,124.9298287," 99,999,866 "," 99,999,866 "," 39,999,946 ",40.0%," 48,999,934 "," 37,437,341 "," 11,562,593 ",0.00%,37.44%,62.56%,11.56%,1.13," 19,375.43 "," 1,636.99 ", 17.29 , 1.46 ,7.32%,3.29%,10.29541844,18.4836933,,0,0," 29,000 ", 700 ,2.47%,-7.94%,0.00%,-19.22%,-18.86%," 265,750 ", -   ," 323,427 ", -   ," 265,750 "," 323,427 "," 2,039,616,800 ",268.11%," 70,223 "," 9,880 "," (7,810)"," 2,070 "," 12,002 "," (9,431)"," 2,570 "
CMV,HOSE,Ca Mau Trading,Retail L2,5.761781226," 12,103,912 "," 12,103,912 "," 3,025,978 ",25.0%," 5,930,916 "," 24,862 "," 5,906,054 ",0.00%,0.21%,99.79%,48.79%,-0.44," 14,369.57 "," 1,172.25 ", 9.85 , 0.80 ,7.66%,2.16%,0.32257624,0.671124221,,193.8568905,1.171757205," 11,050 ", (500),-4.33%,-12.30%,-8.68%,-38.44%,-41.99%," 3,090 ", -   ," 1,639 ", -   ," 3,090 "," 1,639 "," 7,827,175 ",385.49%, 591 , -   , -   , -   , -   , -   , -   
CMX,HOSE,CAMIMEX Group,Food & Beverage L2,19.5929199," 26,442,468 "," 26,442,468 "," 10,576,987 ",40.0%," 12,956,809 "," 1,408,736 "," 11,548,073 ",0.00%,5.38%,94.62%,43.67%,0.42," 11,680.95 "," 8,747.15 ", 2.09 , 1.56 ,36.08%,9.54%,5.606879998,5.900085687,,0,0," 17,200 "," (1,050)",-5.75%,-10.88%,6.50%,48.82%,-5.39%," 1,072,020 "," 42,500 "," 788,995 "," 35,702 "," 1,114,520 "," 824,697 "," 12,797,562,675 ",43.11%," 727,793 "," 3,030 "," (16,720)"," (13,690)"," 2,279 "," (12,403)"," (10,124)"
CNG,HOSE,CNG Viet Nam,Utilities L2,24.25120329," 26,999,673 "," 27,000,000 "," 12,149,852 ",45.0%," 13,230,000 "," 5,656,400 "," 7,573,600 ",0.00%,20.94%,79.06%,28.05%,0.33," 19,607.10 "," 3,134.65 ", 6.65 , 1.06 ,16.15%,9.69%,4.017069271,6.274839275,,144.3587645,3.450652652," 20,850 ", -   ,0.00%,-2.11%,0.00%,-16.60%,-7.74%," 12,970 ", -   ," 11,546 ", -   ," 12,970 "," 11,546 "," 971,830,150 ",-72.42%," 46,073 "," 3,400 "," (1,460)"," 1,940 "," 3,044 "," (1,302)"," 1,742 "
COM,HOSE,Materials - Petroleum Co.,Retail L2,26.76550347," 14,120,628 "," 14,120,628 "," 2,118,094 ",15.0%," 6,919,107 "," 61,099 "," 6,858,008 ",84.44%,0.43%,15.13%,48.57%,-0.26," 31,927.58 "," 3,604.75 ", 11.93 , 1.35 ,11.08%,9.60%,2.641577383,3.148968965,,129.237927,1.076982725," 44,000 "," 1,000 ",2.33%,3.29%,2.33%,-7.76%,-19.12%, 20 , -   , 36 , -   , 20 , 36 ," 8,710,400 ",-88.52%, 200 , -   , -   , -   , -   , -   , -   
CRC,HOSE,Create Capital Viet Nam,Construction & Materials L2,7.592728213," 15,000,000 "," 15,000,000 "," 12,750,000 ",85.0%," 7,350,000 "," 2,030 "," 7,347,970 ",0.00%,0.01%,99.99%,48.99%,0.20," 11,683.37 ", 406.23 , 31.02 , 1.08 ,3.34%,1.59%,0.429908148,0.554227874,,0,0," 11,750 ", (850),-6.75%,-9.62%,3.98%,-12.31%,-21.14%," 43,940 ", -   ," 22,242 ", -   ," 43,940 "," 22,242 "," 814,655,125 ",-36.66%," 67,485 ", -   , -   , -   , -   , -   , -   
CRE,HOSE,Century Land,Real Estate L2,63.41265725," 79,999,892 "," 80,000,000 "," 39,999,946 ",50.0%," 39,200,000 "," 16,405,560 "," 22,794,440 ",0.00%,20.47%,79.53%,28.49%,0.63," 23,216.94 "," 4,475.46 ", 3.91 , 0.75 ,19.59%,13.41%,20.08278754,21.0642865,,0,0," 18,400 ", 900 ,5.14%,0.27%,17.20%,-25.81%,-25.81%," 2,405,030 ", -   ," 1,849,922 ", -   ," 2,405,030 "," 1,849,922 "," 18,043,244,950 ",137.99%," 1,073,156 "," 27,940 ", -   ," 27,940 "," 21,603 ", -   ," 21,603 "
CSM,HOSE,The Southern Rubber Industry,Automobiles & Parts L2,68.30080165," 103,625,262 "," 103,626,467 "," 41,450,105 ",40.0%," 50,776,968 "," 2,150,810 "," 48,626,158 ",51.01%,2.08%,46.92%,46.93%,0.17," 12,097.87 ", 615.10 , 25.85 , 1.31 ,5.19%,1.70%,9.375581889,18.32117891,,0,0," 15,300 ", (600),-3.77%,-5.85%,-9.47%,12.09%,1.32%," 131,400 ", -   ," 86,848 ", -   ," 131,400 "," 86,848 "," 1,990,818,800 ",1.26%," 123,860 ", -   ," (1,000)"," (1,000)", -   , (663), (663)
CSV,HOSE,South Basic Chemicals,Chemicals L2,42.08073063," 44,200,000 "," 44,200,000 "," 13,260,000 ",30.0%," 21,658,000 "," 3,891,934 "," 17,766,066 ",65.00%,8.71%,26.28%,40.19%,0.57," 21,599.53 "," 5,274.75 ", 4.27 , 1.04 ,24.79%,18.32%,12.78190073,14.41794189,,0,0," 22,100 ", 100 ,0.45%,-6.36%,4.25%,2.79%,-20.22%," 370,980 ", -   ," 349,478 ", -   ," 370,980 "," 349,478 "," 8,358,926,250 ",-2.95%," 366,313 "," 48,820 "," (8,110)"," 40,710 "," 45,715 "," (7,629)"," 38,086 "
CTD,HOSE,COTECCONS construction,Construction & Materials L2,221.8476146," 76,292,573 "," 79,255,000 "," 34,331,657 ",45.0%," 38,834,950 "," 36,749,322 "," 2,085,628 ",0.00%,46.38%,53.62%,2.73%,0.92," 111,922.74 "," 8,456.40 ", 7.92 , 0.60 ,7.75%,4.19%,22.74574529,27.46589255,,0,0," 67,500 ", 500 ,0.75%,-4.26%,-2.17%,31.58%,-36.26%," 303,610 ", -   ," 881,349 ", -   ," 303,610 "," 881,349 "," 36,264,276,350 ",-43.58%," 511,398 "," 9,350 "," (15,560)"," (6,210)"," 27,331 "," (44,957)"," (17,626)"
CTF,HOSE,City Auto,Automobiles & Parts L2,41.19843743," 45,539,968 "," 45,539,968 "," 25,046,982 ",55.0%," 22,314,584 "," 2,863 "," 22,311,721 ",0.00%,0.02%,99.98%,48.99%,0.06," 11,089.67 ", 269.07 , 77.12 , 1.87 ,2.11%,0.80%,1.148326222,1.687818605,,0,0," 21,000 ", 250 ,1.20%,-1.41%,0.96%,-9.87%,6.86%," 145,590 "," 521,750 "," 130,797 "," 449,533 "," 667,340 "," 580,329 "," 3,206,687,825 ",-5.32%," 152,328 ", -   ," (5,610)"," (5,610)", -   ," (5,004)"," (5,004)"
CTG,HOSE,VietinBank,Banks L2,3737.359504," 3,723,404,556 "," 3,723,404,556 "," 744,680,911 ",20.0%," 1,117,021,366 "," 1,112,009,944 "," 5,011,422 ",64.46%,29.86%,5.68%,0.13%,1.13," 21,018.28 "," 2,510.46 ", 9.14 , 1.09 ,12.32%,0.77%,0,0,,0,0," 23,300 ", 350 ,1.53%,-3.72%,7.62%,11.48%,15.06%," 7,094,300 ", -   ," 6,933,567 ", -   ," 7,094,300 "," 6,933,567 "," 171,411,469,425 ",-6.10%," 7,365,476 "," 279,910 "," (14,310)"," 265,600 "," 274,873 "," (14,020)"," 260,853 "
CTI,HOSE,CuongThuan IDICO,Construction & Materials L2,51.02313116," 62,999,997 "," 62,999,997 "," 50,399,997 ",80.0%," 30,869,998 "," 7,369,423 "," 23,500,575 ",0.00%,11.76%,88.24%,37.30%,0.06," 19,858.91 "," 1,091.19 ", 17.41 , 0.96 ,4.74%,1.52%,11.62175837,17.06029694,,0,0," 18,800 ", (200),-1.05%,-5.76%,-7.39%,-17.90%,-20.00%," 935,530 "," 400,000 "," 747,208 "," 327,403 "," 1,335,530 "," 1,074,611 "," 20,560,539,200 ",-15.64%," 1,070,384 ", -   ," (38,770)"," (38,770)", -   ," (30,797)"," (30,797)"
CTS,HOSE,Vietinbank Securities,Financial Services L2,32.9562411," 106,399,614 "," 106,436,576 "," 26,599,904 ",25.0%," 52,153,922 "," 11,268,138 "," 40,885,784 ",0.00%,10.57%,89.43%,38.43%,0.74," 11,476.27 ", (219.50), (33.71), 0.64 ,-1.81%,-0.93%,0.907560823,1.420620412,,0,4.967113256," 7,190 ", (210),-2.84%,-7.23%,18.84%,-2.84%,-23.10%," 276,960 ", -   ," 83,733 ", -   ," 276,960 "," 83,733 "," 1,948,386,400 ",-0.23%," 274,453 "," 15,000 ", -   ," 15,000 "," 4,630 ", -   ," 4,630 "
CVT,HOSE,CMC JSC,Construction & Materials L2,27.81887784," 36,690,887 "," 36,690,887 "," 29,352,710 ",80.0%," 36,690,887 "," 3,952,912 "," 32,737,975 ",0.00%,10.78%,89.22%,89.23%,0.97," 19,282.88 "," 3,784.76 ", 4.77 , 0.94 ,21.92%,11.19%,8.024921645,11.91087024,,0,0," 17,600 ", (450),-2.49%,-8.33%,0.28%,-14.36%,-3.83%," 332,960 ", -   ," 250,639 ", -   ," 332,960 "," 250,639 "," 4,544,815,600 ",28.01%," 251,314 ", -   ," (3,500)"," (3,500)", -   ," (2,635)"," (2,635)"
D2D,HOSE,Industrial Urban Development No.2,Real Estate L2,52.87787691," 21,309,968 "," 21,354,984 "," 8,523,987 ",40.0%," 10,463,942 "," 1,511,950 "," 8,951,992 ",57.82%,7.07%,35.11%,42.01%,1.07," 38,866.71 "," 18,858.42 ", 3.14 , 1.52 ,56.31%,18.25%,17.48126018,18.19169725,,17.82643346,7.697583251," 57,600 "," (1,600)",-2.70%,-8.13%,-2.70%,-27.09%,-13.90%," 257,290 ", -   ," 632,683 ", -   ," 257,290 "," 632,683 "," 17,049,683,150 ",-13.86%," 282,406 "," 2,680 ", (810)," 1,870 "," 6,544 "," (1,975)"," 4,569 "
DAG,HOSE,Dong A Plastic Group,Chemicals L2,12.27182424," 51,793,792 "," 51,795,085 "," 28,486,586 ",55.0%," 21,153,112 "," 133,716 "," 21,019,396 ",0.00%,0.26%,99.74%,40.58%,0.28," 12,914.43 ", 854.63 , 6.49 , 0.43 ,6.66%,2.81%,4.191423273,4.551914897,,0,0," 5,500 ", (50),-0.90%,-3.51%,0.92%,-19.47%,-15.77%," 331,520 ", -   ," 77,064 ", -   ," 331,520 "," 77,064 "," 1,641,052,910 ",9.02%," 300,409 ", -   , -   , -   , -   , -   , -   
DAH,HOSE,Dong A Hotel Group,Travel & Leisure L2,21.65769181," 34,200,000 "," 34,200,000 "," 30,780,000 ",90.0%," 16,758,000 "," 567,570 "," 16,190,430 ",0.00%,1.55%,98.45%,47.34%,0.51," 10,576.81 ", 93.04 , 150.47 , 1.32 ,0.86%,0.46%,-0.204527762,0.368256207,,0,0," 14,700 ", 700 ,5.00%,20.00%,56.72%,54.25%,73.96%," 1,113,130 ", -   ," 687,441 ", -   ," 1,113,130 "," 687,441 "," 7,359,589,670 ",116.83%," 604,821 "," 36,420 ", -   ," 36,420 "," 22,345 ", -   ," 22,345 "
DAT,HOSE,Travel and Seafoods Development,Food & Beverage L2,12.64440335," 46,005,413 "," 46,005,413 "," 4,600,541 ",10.0%," 22,542,652 "," 3,075 "," 22,539,577 ",0.00%,0.01%,99.99%,48.99%,-0.37," 12,860.53 "," 1,130.76 ", 6.06 , 0.53 ,9.01%,3.42%,3.537600155,5.492610483,,0,0," 6,380 ", (470),-6.86%,-6.86%,-6.73%,-63.23%,-59.49%, 20 , -   , 6 , -   , 20 , 6 ," 10,500 ",1174.29%, 2 , -   , -   , -   , -   , -   , -   
DBC,HOSE,DABACO,Food & Beverage L2,201.0611397," 104,763,911 "," 104,763,911 "," 57,620,151 ",55.0%," 51,334,316 "," 7,048,433 "," 44,285,883 ",0.00%,6.73%,93.27%,42.27%,1.31," 32,212.18 "," 6,049.50 ", 7.91 , 1.49 ,21.26%,6.63%,41.98774166,56.92509936,,568.7761168,19.68724422," 44,550 "," (3,300)",-6.90%,-19.29%,41.88%,110.83%,n.a," 116,200 ", -   ," 223,009 ", -   ," 116,200 "," 223,009 "," 149,049,576,450 ",-96.53%," 3,536,392 ", 40 , -   , 40 , 77 , -   , 77 
DBD,HOSE,Binh Dinh Pharmaceutical,Health Care L2,107.8581888," 52,378,915 "," 52,379,000 "," 41,903,132 ",80.0%," 52,379,000 "," 23,050 "," 52,355,950 ",13.34%,0.05%,86.62%,99.96%,0.11," 18,612.04 "," 2,817.28 ", 16.68 , 2.53 ,15.29%,9.48%,7.304655454,7.938647795,,0,0," 47,800 ", 800 ,1.70%,0.00%,-6.82%,-12.77%,15.18%," 13,400 ", -   ," 27,130 ", -   ," 13,400 "," 27,130 "," 1,701,721,144 ",-62.98%," 34,326 ", 30 , (680), (650), 60 ," (1,377)"," (1,317)"
DCL,HOSE,Cuu Long Pharmaceutical,Health Care L2,52.51643798," 56,832,824 "," 56,832,824 "," 17,049,847 ",30.0%," 18,510,450 "," 1,711,873 "," 16,798,577 ",0.00%,3.02%,96.98%,29.56%,0.26," 14,850.72 "," 1,716.35 ", 12.29 , 1.42 ,11.47%,5.82%,1.084291031,2.640846733,,0,0," 21,450 ", 350 ,1.66%,1.18%,5.15%,-23.39%,14.71%," 79,430 ", -   ," 71,210 ", -   ," 79,430 "," 71,210 "," 1,178,216,925 ",40.30%," 55,911 ", 920 ," (3,310)"," (2,390)", 800 ," (3,004)"," (2,204)"
DCM,HOSE,PetroVietnam Camau Fertilizer,Chemicals L2,192.0280877," 529,400,000 "," 529,400,000 "," 132,350,000 ",25.0%," 259,406,000 "," 10,079,157 "," 249,326,843 ",75.56%,1.92%,22.52%,47.10%,0.46," 11,627.76 ", 632.05 , 12.96 , 0.70 ,5.38%,3.18%,14.68151998,71.72609701,,0,0," 8,420 ", 230 ,2.81%,-3.11%,-1.17%,29.54%,1.81%," 2,516,500 ", -   ," 900,920 ", -   ," 2,516,500 "," 900,920 "," 16,904,707,255 ",23.71%," 1,968,895 "," 1,600 "," (104,400)"," (102,800)", 569 ," (37,524)"," (36,955)"
DGW,HOSE,Digiworld Corporation,Retail L2,54.09073009," 43,000,278 "," 43,151,747 "," 21,500,139 ",50.0%," 21,144,356 "," 10,925,715 "," 10,218,641 ",0.00%,25.21%,74.79%,23.76%,1.58," 22,760.13 "," 4,295.84 ", 6.84 , 1.29 ,19.95%,8.47%,9.646881296,9.855891911,,439.4089519,8.70202042," 29,200 ", (200),-0.68%,-5.50%,8.55%,26.96%,33.64%," 753,520 ", -   ," 905,772 ", -   ," 753,520 "," 905,772 "," 14,888,459,300 ",41.22%," 520,272 "," 48,760 "," (1,650)"," 47,110 "," 58,923 "," (2,019)"," 56,904 "
DHA,HOSE,Hoa An Stones and Materials,Construction & Materials L2,18.84135476," 14,726,073 "," 15,119,946 "," 8,099,340 ",55.0%," 7,408,773 "," 1,400,287 "," 6,008,486 ",24.86%,9.26%,65.88%,40.80%,0.26," 27,400.11 "," 4,596.07 ", 6.64 , 1.11 ,17.38%,16.01%,3.740247851,3.965631735,,13.02578908,2.591478913," 29,700 ", (800),-2.62%,-5.71%,-14.66%,-6.90%,-16.81%," 28,550 ", -   ," 36,500 ", -   ," 28,550 "," 36,500 "," 564,160,975 ",50.13%," 17,658 ", -   , (150), (150), -   , (192), (192)
DHC,HOSE,Dong Hai Bentre,Basic Resources L2,83.22295755," 55,995,783 "," 55,995,783 "," 27,997,892 ",50.0%," 27,437,933 "," 20,825,598 "," 6,612,335 ",0.00%,37.26%,62.74%,11.81%,0.52," 20,604.31 "," 4,587.46 ", 7.63 , 1.70 ,23.81%,11.98%,14.20969142,14.83588647,,0,0," 34,500 ", (500),-1.43%,-3.36%,-8.00%,-8.97%,-4.72%," 513,410 ", -   ," 755,205 ", -   ," 513,410 "," 755,205 "," 8,396,783,375 ",108.78%," 231,137 "," 39,900 "," (75,640)"," (35,740)"," 58,810 "," (111,400)"," (52,589)"
DHG,HOSE,Hau Giang Pharmaceutical,Health Care L2,509.7367607," 130,746,071 "," 130,746,071 "," 7,844,764 ",6.0%," 130,746,071 "," 71,177,505 "," 59,568,566 ",43.31%,54.44%,2.25%,45.56%,0.42," 26,954.26 "," 5,174.35 ", 17.78 , 3.41 ,20.60%,16.30%,31.65334152,35.48058389,,0,0," 90,500 "," (1,500)",-1.63%,-3.72%,-3.31%,-1.09%,-19.20%," 30,740 ", -   ," 119,179 ", -   ," 30,740 "," 119,179 "," 1,961,625,700 ",41.06%," 21,032 "," 7,060 "," (3,470)"," 3,590 "," 27,709 "," (13,524)"," 14,184 "
DHM,HOSE,Duong Hieu Mining,Basic Resources L2,12.44323681," 31,396,180 "," 31,396,180 "," 25,116,944 ",80.0%," 15,384,128 "," 71,639 "," 15,312,489 ",0.00%,0.23%,99.77%,48.77%,-0.01," 11,412.02 ", 150.36 , 59.19 , 0.78 ,1.32%,0.78%,1.228867482,1.376507861,,0,0," 9,200 ", 300 ,3.37%,12.20%,35.29%,142.74%,88.52%," 119,320 ", -   ," 45,609 ", -   ," 119,320 "," 45,609 "," 1,556,676,410 ",-31.97%," 195,829 ", -   , -   , -   , -   , -   , -   
DIC,HOSE,DIC Investment and Trading,Construction & Materials L2,2.31483193," 26,084,560 "," 26,585,840 "," 22,171,876 ",85.0%," 13,027,061 "," 210,886 "," 12,816,175 ",0.00%,0.93%,99.07%,49.13%,0.68," 9,633.10 ", (613.87), (3.14), 0.20 ,0.00%,0.00%,0,0,,0,0," 2,060 ", 130 ,6.74%,6.19%,30.38%,5.64%,-29.45%," 764,540 ", -   ," 65,419 ", -   ," 764,540 "," 65,419 "," 1,276,925,980 ",18.96%," 666,045 ", -   ," (36,630)"," (36,630)", -   ," (3,014)"," (3,014)"
DIG,HOSE,DIC Corp,Real Estate L2,162.5065482," 306,688,171 "," 314,943,601 "," 184,012,903 ",60.0%," 154,322,364 "," 108,253,679 "," 46,068,685 ",0.00%,34.38%,65.62%,15.02%,0.64," 12,790.46 "," 1,428.22 ", 8.68 , 0.97 ,11.25%,5.56%,16.31502454,16.31502454,,0,0," 12,300 ", (100),-0.81%,-3.53%,0.82%,-10.87%,-5.73%," 1,769,700 ", -   ," 917,427 ", -   ," 1,769,700 "," 917,427 "," 17,186,295,750 ",23.91%," 1,378,466 "," 17,720 "," (30,090)"," (12,370)"," 9,288 "," (15,728)"," (6,440)"
DLG,HOSE,Duc Long Gia Lai Group,Basic Resources L2,22.95141953," 299,309,720 "," 299,309,720 "," 224,482,290 ",75.0%," 146,661,762 "," 8,279,137 "," 138,382,625 ",0.00%,2.80%,97.20%,46.23%,0.36," 10,570.80 ", 197.81 , 8.75 , 0.16 ,1.67%,0.67%,9.930199396,19.27213282,,224.0124068,15.07775815," 1,780 ", 50 ,2.89%,9.88%,21.09%,-6.81%,30.88%," 12,687,240 "," 215,000 "," 927,080 "," 15,005 "," 12,902,240 "," 942,085 "," 12,428,491,510 ",73.15%," 7,821,496 "," 30,080 "," (145,040)"," (114,960)"," 2,171 "," (10,430)"," (8,259)"
DMC,HOSE,DOMESCO Medical,Health Care L2,77.49462314," 34,727,465 "," 34,727,465 "," 4,861,845 ",14.0%," 34,727,465 "," 20,283,437 "," 14,444,028 ",34.71%,58.40%,6.89%,41.59%,0.54," 37,287.52 "," 6,487.84 ", 8.01 , 1.39 ,18.54%,15.45%,11.11101936,12.31315193,,0,0," 51,800 ", (200),-0.38%,-5.30%,-1.52%,-28.06%,-27.55%," 99,580 ", -   ," 218,763 ", -   ," 99,580 "," 218,763 "," 8,150,580,800 ",-37.70%," 151,629 "," 2,690 ", -   ," 2,690 "," 5,977 ", -   ," 5,977 "
DPG,HOSE,Dat Phuong,Construction & Materials L2,46.47375557," 43,499,810 "," 44,999,810 "," 23,924,896 ",55.0%," 22,049,906 "," 232,463 "," 21,817,443 ",0.00%,0.53%,99.47%,50.16%,0.74," 21,478.45 "," 4,453.20 ", 5.73 , 1.19 ,16.96%,3.96%,21.49771198,27.59917881,,102.6149141,9.865161763," 24,800 ", (700),-2.75%,-4.98%,-6.42%,-39.51%,-35.58%," 452,280 ", -   ," 473,925 ", -   ," 452,280 "," 473,925 "," 11,565,958,476 ",-4.88%," 450,598 "," 3,280 "," (7,820)"," (4,540)"," 3,453 "," (8,143)"," (4,690)"
DPM,HOSE,Phu My Fertilizer,Chemicals L2,240.2323355," 391,334,260 "," 391,400,000 "," 156,533,704 ",40.0%," 191,786,000 "," 44,934,571 "," 146,851,429 ",59.58%,11.54%,28.87%,37.53%,0.53," 20,699.70 "," 1,100.76 ", 12.72 , 0.68 ,5.34%,3.83%,20.62376851,44.01671326,,0,0," 14,250 ", 250 ,1.79%,-4.04%,-3.39%,10.04%,-19.49%," 3,830,890 ", -   ," 2,313,349 ", -   ," 3,830,890 "," 2,313,349 "," 57,503,769,925 ",-6.61%," 3,918,024 ", 610 ," (252,100)"," (251,490)", 363 ," (151,097)"," (150,734)"
DPR,HOSE,Dong Phu Rubber,Chemicals L2,66.54910675," 40,124,790 "," 43,000,000 "," 18,056,155 ",45.0%," 21,070,000 "," 6,025,970 "," 15,044,030 ",55.81%,14.04%,30.15%,37.49%,0.21," 44,753.55 "," 3,685.87 ", 10.31 , 0.85 ,6.28%,4.05%,6.003547017,10.40793723,,0,0," 38,500 ", 500 ,1.32%,-0.52%,0.79%,-1.91%,-14.44%," 21,340 ", -   ," 35,158 ", -   ," 21,340 "," 35,158 "," 671,861,525 ",21.45%," 17,585 ", -   ," (9,090)"," (9,090)", -   ," (15,057)"," (15,057)"
DQC,HOSE,Dien Quang bulbs,Personal & Household Goods L2,20.18210149," 27,558,066 "," 34,359,416 "," 12,401,130 ",45.0%," 16,836,113 "," 915,850 "," 15,920,263 ",0.00%,2.67%,97.33%,57.77%,0.20," 34,307.40 ", 765.06 , 22.22 , 0.50 ,2.19%,1.38%,1.218581574,0.462881174,,26.27837849,0.064102012," 17,000 ", -   ,0.00%,-10.05%,-3.13%,6.92%,-7.86%," 10,730 ", -   ," 7,606 ", -   ," 10,730 "," 7,606 "," 1,003,570,800 ",-82.36%," 55,461 ", 30 , -   , 30 , 23 , -   , 23 
DRC,HOSE,Da Nang Rubber,Automobiles & Parts L2,99.7913151," 118,792,605 "," 118,792,605 "," 59,396,303 ",50.0%," 58,208,376 "," 24,370,597 "," 33,837,779 ",50.51%,20.36%,29.14%,28.48%,0.85," 14,054.17 "," 2,280.83 ", 8.77 , 1.42 ,16.83%,10.10%,17.66935607,17.52489581,,0,0," 19,500 ", (500),-2.50%,-3.47%,-2.99%,-16.31%,1.30%," 751,580 ", -   ," 625,628 ", -   ," 751,580 "," 625,628 "," 14,941,746,025 ",-2.80%," 750,522 "," 200,000 "," (9,840)"," 190,160 "," 166,659 "," (8,226)"," 158,433 "
DRH,HOSE,DRH Holdings,Real Estate L2,19.71163538," 60,364,933 "," 60,999,933 "," 54,328,440 ",90.0%," 29,889,967 "," 1,995,562 "," 27,894,405 ",0.00%,3.26%,96.74%,46.21%,1.24," 13,468.20 ", 973.73 , 8.36 , 0.60 ,7.38%,2.44%,1.089935853,1.122583339,,0,0," 7,580 ", (560),-6.88%,-7.33%,15.73%,90.45%,18.44%," 2,701,570 ", -   ," 883,714 ", -   ," 2,701,570 "," 883,714 "," 16,368,035,740 ",25.33%," 2,228,759 "," 14,240 "," (10,120)"," 4,120 "," 4,691 "," (3,324)"," 1,368 "
